startDate,endDate,status,progress,duration,finished,recordedDate,_recordId,recipientLastName,recipientFirstName,recipientEmail,externalDataReference,distributionChannel,userLanguage,QID2,QID23,QID67,QID40,QID41_TEXT,QID42,QID43,QID44,QID45,QID46_TEXT,QID47_TEXT,QID70,QID71,QID72,QID48,QID49,QID50,QID51,QID52,QID53,QID54,QID55,QID56,QID57,QID58,QID59,QID73,QID74,QID75,QID76,QID77,QID78,QID79,QID80_TEXT,QID60,QID61,QID63,QID64,QID65,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,Treatment,FL_35_DO
2023-02-20 13:08:18,2023-02-20 13:26:07,0,100,1068,1,2023-02-20 13:26:07,R_3M9ytJ1UUvfnLBW,,,,,anonymous,EN,1,4,,2,There was not enough material to build a bomb for another month. Bombing should not have taken place this early.,2,3,3,,They did not have enough material to build the bomb at that point.,,2,1,4,0,1E-07,1,2,1,3,1,3,2,2,2,2,0,0,1,1,7,1,"1,2,3,4,8,9,10",To look powerful to the public.,3,0,1,3,2,63f3d2d6-1800-bc33-b57c-a0eb6b1f454f,74,2,5,1,1,8,4,3,76015,1,FL_46
2023-02-20 13:08:06,2023-02-20 13:26:11,0,100,1085,1,2023-02-20 13:26:12,R_23dFcGNO2z16LTS,,,,,anonymous,EN,1,4,,2,Some action was need to show our disapproval of their testing a weapon.,2,4,4,4,,Protect the united states from terrorism.,2,3,4,1,"0.001,0.52",1,2,2,3,0,3,3,2,2,1,3,4,2,1,1,2,"1,3,8,9,12",To gain power.,3,0,11,4,2,63f3d2fc-8a3f-622f-1f7b-2ed708729e78,66,2,-3105,1,1,7,3,2,52544,6,FL_58
2023-02-20 13:14:47,2023-02-20 13:26:12,0,100,685,1,2023-02-20 13:26:13,R_ZwKPj4CeKs8ouCl,,,,,anonymous,EN,1,4,,5,We cannot allow ANY country to use nuclear weapons in any form.  ,5,1,1,,The fact that many lives will be saved if they could not build any more nuclear weapons.,,3,3,4,0,"0.52,0.0001",0,3,3,4,0,4,3,2,1,1,3,3,4,3,7,3,"1,3,4",To look important and to satisfy their ego.  Their people often don't agree but are restricted.,3,0,5,4,2,63f3d47c-7955-9a31-f648-83a407b22e5d,73,2,8,1,1,4,3,3,32907,2,FL_47
2023-02-20 13:08:44,2023-02-20 13:26:17,0,100,1053,1,2023-02-20 13:26:17,R_1qXvswx9KB4O1th,,,,,anonymous,EN,1,4,,2,Because they were only testing and had not attacked us .,2,2,2,2,,Because they thought that they are getting ready to attack someone,2,1,3,1,0.52,1,1,2,2,0,3,0,3,2,1,3,3,2,2,2,2,"3,4",Because they are trying to get everyone to make peace and come together united as one.,3,0,11,1,2,63f3d2ff-146d-bd52-8d00-303fa1838a26,59,2,1,2,1,2,4,3,30116,5,FL_57
2023-02-20 13:18:23,2023-02-20 13:26:19,0,100,475,1,2023-02-20 13:26:19,R_3D6jFUHqWbiafv1,,,,,anonymous,EN,1,4,,3,"I think he made the right decision, however, the situation needs to be monitored",3,1,1,,"I am not sure, as I am not up-to-date on international law",,2,3,4,0,0.52,1,3,3,3,0,2,3,2,2,1,4,4,2,2,1,3,"1,2,3,4,8,9,10",Power,3,0,1,3,3,63f3d55f-769a-569c-86e4-b5a3a8a01694,63,1,20,1,1,4,4,2,44889,3,FL_55
2023-02-20 13:20:58,2023-02-20 13:26:24,0,100,325,1,2023-02-20 13:26:24,R_BPvH1i1871mOkEh,,,,,anonymous,EN,1,2,4,3,I do not want a major war with any of these countries.,3,2,2,,"I don't think it would be illegal, but it would put the country in jeopardy.",,2,2,2,0,"0.001,0.0001",0,3,2,2,0,3,2,3,3,2,2,3,2,2,1,1,"1,2,3,4",Because they are not afraid to take actions to cause war.,3,0,2,3,2,63f3d60f-02eb-b7f6-a15b-ebcd14abe5c4,74,2,9,1,1,6,4,3,77450,3,FL_55
2023-02-20 13:15:18,2023-02-20 13:26:26,0,100,667,1,2023-02-20 13:26:26,R_xnH1Y0nqAFnB4Cl,,,,,anonymous,EN,1,4,,3,I would go against international law if he attacked Iran.,3,0,0,0,,It would only be legal when international law dictates it.,4,1,4,1,"0.52,0.51",1,3,3,3,0,3,3,2,4,4,3,3,0,0,7,2,"1,2,4",They want to be seen as a powerful country.,4,0,2,4,1,63f3d4c8-6377-5695-955f-8a5c2002962b,53,2,12,1,1,8,10,3,76901,6,FL_58
2023-02-20 13:16:38,2023-02-20 13:26:29,0,100,590,1,2023-02-20 13:26:30,R_3QKRngwEuzUQtkW,,,,,anonymous,EN,1,4,,4,Iran is governed by one person making unilateral decisions with no checks and balances.  The leader of Iran could just have easily destroyed another country instead of just testing the nuclear weapon and no one in country would have been able to prevent it from happening.,3,2,2,,If the airstrike was proven to harm innocent civilians or others protected under NATO Codes of Conduct,,4,4,3,1,"0.001,0.0001",1,3,3,3,0,3,3,2,2,3,1,1,2,2,1,3,"1,3,4,10",To try and intimidate their rivals hoping to make them back down without having to resort to acts of war,2,1,1,3,1,63f3d505-86e7-f65c-a324-b1c74441af12,59,1,22,1,1,4,9,2,52646,1,FL_46
2023-02-20 13:09:45,2023-02-20 13:26:31,0,100,1005,1,2023-02-20 13:26:31,R_TaZaFkSy2aAy0tb,,,,,anonymous,EN,1,4,,5,The news,4,3,4,4,,It seem ok,4,4,3,1,0.51,0,4,1,3,1,4,2,2,3,1,2,2,2,3,4,2,"2,8",It seem ok,3,0,2,3,2,63f3d365-aab0-edd1-03e1-30e180ec807c,31,2,2,2,1,2,1,3,31401,6,FL_58
2023-02-20 13:04:30,2023-02-20 13:26:35,0,100,1324,1,2023-02-20 13:26:35,R_9SHgMptMm0NWjD3,,,,,anonymous,EN,1,2,4,3,i do not approve being above international law but i think the action was for the greater good,3,2,3,3,,if the test was made and civilians died during it,3,4,3,1,"0.52,0.51",1,2,0,3,0,3,3,1,3,2,0,3,1,2,2,3,"1,2,4,8,9,10",there are countries that are expansionist that want to have other countrioes afraid of them and there are other countries that make empty threats to other countries trying to bully them and hoping that the threats scare the other countries and lastly there are some countries that make real threats in order to protect their land or their  interests.,4,0,2,3,2,63f3d1ac-ed1a-e012-66b7-b120e2915d33,61,1,8,15,2,6,3,4,92154,4,FL_56
2023-02-20 13:15:50,2023-02-20 13:26:35,0,100,645,1,2023-02-20 13:26:35,R_2Ufj40KdVPSIZR1,,,,,anonymous,EN,1,4,,0,Not destroying their nuclear capability is like handing a gun to a serial killer,0,4,4,5,,Iran is a sponsor of terrorism and removing their ability to give weapons to terrorist is an important action,1,3,4,0,"0.52,0.51",1,1,3,4,0,4,3,2,1,3,0,0,1,4,7,4,"1,2,3,4,8,9,10",To prove they are a strong leader and to keep their own people under control,3,1,1,4,3,63f3d4d1-c20d-c30e-13dd-3c3b4baf5449,63,1,16,1,1,6,3,4,72207,6,FL_58
2023-02-20 13:17:54,2023-02-20 13:26:37,0,100,522,1,2023-02-20 13:26:37,R_1DRJFQ1AnQOvRZV,,,,,anonymous,EN,1,4,,1,It is not in the interest of the world for a terrorist state like Iran to have a nuclear weapon,0,4,4,0,,Iran is not supposed to have nuclear weapons based on various agreements that they have made.  Destroying Iran's ability to make nuclear weapons would be in the best interest of the world.,0,1,4,1,"0.001,0.52",1,4,4,4,0,2,4,2,3,4,0,0,0,3,7,2,"1,2,3,4,5,6,7,8,9,10",Many political leaders make threats against foreign countries to gain favor and riches.,4,0,1,4,1,63f3d553-d3de-6471-0d18-cda5d099c4f6,67,2,9,1,1,8,10,1,17356,6,FL_58
2023-02-20 13:17:27,2023-02-20 13:26:40,0,100,552,1,2023-02-20 13:26:41,R_1g6dJabXIslVUmc,,,,,anonymous,EN,1,4,,3,because they are not suppose to have that capibility and they are a threat to the US,3,0,0,,I do not think it would be illegal under internation law,,3,2,3,1,"0.001,0.52",1,2,2,2,0,3,0,2,2,3,1,2,3,2,1,2,"1,2,3,4",it depends on who is making the threats some of just for show others is for power and as history shows some for total destruction,3,0,11,2,2,63f3d515-f0b2-f4cf-5d0b-2af2a51c22d0,60,2,1,1,1,4,2,3,37643,2,FL_47
2023-02-20 13:22:50,2023-02-20 13:26:43,0,100,233,1,2023-02-20 13:26:44,R_2pJDf8fzTCeAzMG,,,,,anonymous,EN,1,4,,2,its causing problems,2,3,3,,it should br illegal if you strike first without warming or threat by the other,,2,2,3,1,0.52,1,2,3,4,1,2,3,2,2,3,3,4,1,2,2,3,"2,3,4",because theyre threatened by them,2,0,4,2,2,63f3d667-aacc-d055-7d4d-26d28ef5f0d4,22,2,1,1,5,2,6,3,33126,2,FL_47
2023-02-20 13:14:09,2023-02-20 13:26:48,0,100,758,1,2023-02-20 13:26:48,R_ODRMmbniRnC5kaJ,,,,,anonymous,EN,1,4,,4,"Destruction of the development, production and reserach facilities by conventional means is far superior than the use by the U.S. of nuclear weapons. ",4,2,2,,civilian deaths,,2,1,3,1,"0.001,0.52",1,2,3,3,1,4,2,2,1,2,2,3,3,3,7,3,"1,2,3,4,8,10",To establish a negotiating position; to issue a warning; to reassure friendly nations.,4,1,1,4,2,63f3d451-13f4-d49c-bb9f-77540ac92206,89,1,18,1,1,7,1,3,37659,2,FL_47
2023-02-20 13:23:06,2023-02-20 13:26:48,0,100,221,1,2023-02-20 13:26:48,R_2qmWCd6Lidb2id7,,,,,anonymous,EN,1,4,,5,It was the right course of action ,0,0,0,,I don’t really know,,0,3,4,1,"0.001,0.52",1,2,3,4,0,3,2,0,4,3,0,0,1,2,7,7,"1,2,3,4,8,9,10,13",To get what they want,2,0,1,3,1,63f3d695-e669-9e95-a7eb-073265e3831b,45,2,14,1,1,3,10,3,37831,1,FL_46
2023-02-20 13:00:27,2023-02-20 13:26:50,0,100,1582,1,2023-02-20 13:26:50,R_3snTDeYFbWOmWZC,,,,,anonymous,EN,1,4,,2,I disapprove because it is internationally illegal.,3,2,2,3,,I don't know exactly but possibly the fact that Iran would be violating the nuclear treaty,4,2,0,1,"0.001,0.51",1,0,1,2,1,4,0,1,0,1,3,2,1,4,7,4,"1,2,4,12","Because it rallies their base, or scares citizens into agreeing",4,0,4,4,2,63f3d115-4c26-3f0a-69b4-3e82aaf2b019,33,1,15,1,1,6,1,4,85027,4,FL_56
2023-02-20 13:17:33,2023-02-20 13:26:51,0,100,557,1,2023-02-20 13:26:51,R_3fl63bsEzyy97T2,,,,,anonymous,EN,1,2,4,4,To prevent them from using it on u.s.. ,5,3,4,5,,They are a hostile country. If they had a nuclear weapon there's no telling how they would use it. ,4,3,4,1,"0.001,0.52",1,3,1,3,1,4,2,2,3,4,1,1,3,2,1,2,"1,2,4,8,9,10",I dont know. ,3,0,3,4,2,63f3d538-1d0b-7c27-d224-b0d2a2e23a8f,61,1,11,1,1,6,1,4,98366,4,FL_56
2023-02-20 13:16:20,2023-02-20 13:26:52,0,100,632,1,2023-02-20 13:26:53,R_3nUSytDeZym6NPe,,,,,anonymous,EN,1,4,,2,IT BREAKS INTERNATIONAL LAW,2,3,3,3,,IT WOULD HAVE TO BE STATED UNDER INTERNATIONAL LAW NOT JUST SOMETHING THAT WAS FOUND TO BE TRUE AFTER THE CHOIC WAS MADE,4,3,4,0,"0.52,1e-7",1,2,1,3,1,4,3,3,2,4,3,3,4,2,7,3,"1,2,3,4,8,9,10",DEPENDS ON WHAT THE FOREIGH COUNTRIES HAVE DONW TO PROVOKE THE THREATS,3,0,2,4,2,63f3d4b1-18a3-b157-3466-5c05ec43cc16,78,2,24,1,1,8,2,4,94402,4,FL_56
2023-02-20 13:17:44,2023-02-20 13:26:54,0,100,549,1,2023-02-20 13:26:54,R_3PSTR0nQ5WThgZI,,,,,anonymous,EN,1,4,,1,We have no business destroying another countrys,0,4,4,,US has no business destroying another countries property. It makes no sense and us overly aggressive.,,3,1,2,0,"0.001,0.52",1,2,1,3,0,3,2,1,3,3,2,2,1,2,2,2,"1,2,4",To retaliate when soverenity has been attacked.,3,0,2,4,1,63f3d51b-4922-6d89-1c63-ba75a6dbebe8,60,2,18,1,1,8,10,2,48371,2,FL_47
2023-02-20 13:07:57,2023-02-20 13:26:59,0,100,1142,1,2023-02-20 13:26:59,R_xFKf9Q8q4b1NzjP,,,,,anonymous,EN,1,2,4,2,"He stated if they did testing he would interact but he did nothing, they will do it again. ",3,2,3,,If he used nuclear weapons.  ,,1,2,3,1,0.001,1,2,3,3,1,4,3,2,2,3,3,3,3,2,7,3,"1,2,4",To show we our still ready to defend ourselves. ,3,0,1,4,2,63f3d2f8-7e60-0609-ddf8-2fdc1c82786c,76,1,13,1,1,4,9,3,27511,3,FL_55
2023-02-20 13:14:25,2023-02-20 13:27:00,0,100,754,1,2023-02-20 13:27:00,R_12FMDhmhFeGHz3g,,,,,anonymous,EN,1,4,,4,"I think anything we do with Iran may lead to war. Unless something is imminent or certain, then we should keep an eye on them and decide to act if we see something wrong.",4,2,0,,If we did not have NATO support. If he took out that leader during air strike.,,2,4,4,1,"0.52,0.0001",0,4,1,3,0,3,2,1,1,1,0,1,2,2,7,2,"1,2,3,4,8,9,10,11,12,13,14",They threaten in hopes of averting wars.,4,0,2,4,2,63f3d465-6316-f61b-2d5d-09a0fe6e6be4,45,2,19,1,1,7,1,3,27253,3,FL_55
2023-02-20 13:14:39,2023-02-20 13:27:01,0,100,741,1,2023-02-20 13:27:01,R_AALeNEX8UIlAHBL,,,,,anonymous,EN,1,4,,5,We have to be a step ahead of what’s happening.,0,2,2,3,,If this law is in place the air strike against Irans nuclear weapons facilities been legal under international law there’s nothing stopping him from going through with this.  ,2,2,2,0,1E-07,1,2,2,2,0,4,1,0,4,2,0,0,0,0,7,7,"1,2,3,4,5,8,9,10,11,14",The reason why political leaders make threats against foreign countries to try to keep us safe.,4,0,1,4,1,63f3d485-c6d5-bd7c-b566-9de03ff618b9,74,2,19,1,2,6,10,4,85355,5,FL_57
2023-02-20 13:05:36,2023-02-20 13:27:01,0,100,1284,1,2023-02-20 13:27:01,R_1KdQn5zQ1jb6lMW,,,,,anonymous,EN,1,4,,2,President not responsible tomake any desitions,0,0,3,,He is not cspable,,1,3,3,1,1E-07,1,4,1,2,0,4,1,0,4,2,3,3,1,2,7,2,"1,2,3,4,10",To inform public,4,0,1,4,1,63f3d23e-45ba-2b3f-229c-483bbc430717,74,1,10,1,1,3,9,2,55372,2,FL_47
2023-02-20 13:16:05,2023-02-20 13:27:03,0,100,657,1,2023-02-20 13:27:04,R_2vffCd7uoJiy1Lr,,,,,anonymous,EN,1,4,,1,"Will it stated it would has been against international law.  It was a test, not a targeted attack.",4,1,1,1,,If there was solid proof they were going to attack the US or another county.,2,2,3,1,"0.001,0.52",1,2,1,2,1,4,1,1,1,2,3,3,2,2,1,3,"1,2,3,4",To seem powerful and strong.,2,0,3,4,2,63f3d4cd-3f80-4047-e725-2422c5ab21b0,34,2,19,2,1,8,2,3,37221,6,FL_58
2023-02-20 13:13:51,2023-02-20 13:27:03,0,100,791,1,2023-02-20 13:27:04,R_2YrcfXW4bfL23is,,,,,anonymous,EN,1,4,,4,we cannot have a rouge.Nation with Nuks ,3,3,4,,No threat prevailed,,2,3,4,1,"0.001,0.52",1,2,2,3,0,3,1,1,4,2,0,0,0,3,7,3,"1,2,3,4,12,14","It is a scare tastic, the biggest bully rules",4,0,2,4,1,63f3d45a-6af0-e8a4-3d41-02272755a144,77,1,9,1,1,4,10,2,56379,2,FL_47
2023-02-20 13:19:31,2023-02-20 13:27:05,0,100,453,1,2023-02-20 13:27:05,R_2rUxfslQyJHueJi,,,,,anonymous,EN,1,4,,4,Because we've had too many problems over the years with Iran we need to keep them in check and make sure they are not building nothing that could have sought or hurt lives,3,2,2,4,,I feel that the president is protecting us and other countries from Iran's leaders who are not very smart when it comes to war,2,3,3,1,"0.001,0.52",1,3,2,2,1,3,2,2,3,3,3,2,2,2,1,2,"1,2,3,8,9,10,12",The more power they can achieve the higher they gain trust,2,0,11,2,1,63f3d5a9-e446-fe4f-f8b7-08aedc11e982,52,1,3,15,1,6,2,3,32514,4,FL_56
2023-02-20 13:19:28,2023-02-20 13:27:06,0,100,458,1,2023-02-20 13:27:07,R_3EF3YAuOU7gBKuu,,,,,anonymous,EN,1,4,,5,"The right decision to make hopeful,prevents a big war.",0,2,2,,Prevents the deaths of civilians and nuclear fall out of radiation ,,3,3,3,1,"0.52,0.0001",1,2,2,4,1,3,3,0,3,4,3,2,4,3,7,3,"1,2",Trying to convince them no regard for human life and total destruction regardless of the outcome.,3,0,7,4,1,63f3d594-9d9a-8051-46a4-9f9856414404,61,1,7,1,1,6,8,3,33322,3,FL_55
2023-02-20 13:15:58,2023-02-20 13:27:07,0,100,668,1,2023-02-20 13:27:07,R_1FCzPIxg7pLVd1q,,,,,anonymous,EN,1,4,,4,It would lead to a volatile situation in the Middle East,4,0,0,5,,I ran at the terrorist State and this would lead to a volatile situation in the Middle East we should closely monitor Iran's nuclear capabilities they would have bad intentions in our interests would be at risk in the mid East our allies and interests would be at risk it could lead to a more risky scenario with many more countries involved,4,4,4,1,"0.0001,0.000001",0,2,1,4,1,2,4,3,1,3,3,3,3,1,7,7,"1,2,3,4,7,8,9,10",They are perceived as weak lacking in military weapons resources,3,0,2,4,1,63f3d4dd-3215-2b75-b63b-f55cd47fdd5d,63,1,21,1,1,8,2,1,2152,4,FL_56
2023-02-20 13:17:30,2023-02-20 13:27:12,0,100,581,1,2023-02-20 13:27:12,R_1gFlRxe1ufV3GsH,,,,,anonymous,EN,1,4,,2,It is inviting more development of nuclear weapons by not acting to stop Iran's development and testing if nuclear weapons ,2,2,2,,,,3,3,3,1,1E-07,1,3,3,3,0,4,3,3,3,2,3,3,1,2,7,2,"1,2,3,4,8,9,10",Because they don't want to share power or feel as if they have to answer to International law,4,0,1,4,1,63f3d525-e933-a9cb-cc88-4d38ec72b1ce,71,2,9,1,1,8,10,3,74137,0,FL_45
2023-02-20 13:08:16,2023-02-20 13:27:18,0,100,1141,1,2023-02-20 13:27:19,R_XuIeaUlIwvSlz0t,,,,,anonymous,EN,1,4,,5,I approve ,5,4,4,,,,4,4,4,2,"0.001,0.51",1,2,0,4,0,4,4,0,4,4,4,4,4,4,4,2,"1,2,3,4",I have nothing to say about this,4,0,1,4,2,63f3d322-4da8-42e4-eabb-24bb0a79974e,31,2,11,2,1,6,1,3,70817,0,FL_45
2023-02-20 13:16:51,2023-02-20 13:27:22,0,100,631,1,2023-02-20 13:27:23,R_YQFakBg0Cf4vbLb,,,,,anonymous,EN,1,4,,4,I think it was necessary to protect America and it’s allies.  ,3,3,2,5,,I don’t know.  To protect America and it’s allies from a nuclear threat is pretty good reason.  ,4,4,4,0,"0.001,0.52",1,4,3,4,0,2,4,2,4,3,1,1,2,2,7,2,"1,2,9,10",It’s all about power.  Each nation wants to be the biggest and most powerful and politicians play into that.,3,0,1,3,1,63f3d4fa-b680-9a80-08ef-e54cc79044f0,23,2,6,1,1,4,10,2,37069,4,FL_56
2023-02-20 13:06:34,2023-02-20 13:27:23,0,100,1249,1,2023-02-20 13:27:23,R_29tQQYmZuLyev7Z,,,,,anonymous,EN,1,2,4,4,It’s more safe than others ,5,2,3,,I think it’s easier that way ,,3,3,4,1,"0.52,0.00001",0,2,0,4,1,3,3,1,0,3,3,3,3,4,3,2,"4,13",I think it’s something to be concerned about and we should not take it lightly ,3,0,11,4,2,63f3d2a4-b071-cdac-3c1a-9b592a1f153d,21,2,1,3,1,4,1,2,55070,3,FL_55
2023-02-20 13:21:07,2023-02-20 13:27:25,0,100,378,1,2023-02-20 13:27:25,R_1CkcuUqsugJOQtG,,,,,anonymous,EN,1,4,,3,breaking the law,2,1,2,4,,If world leaders declared it legal,3,3,2,1,0.001,1,1,2,3,0,3,1,2,1,0,1,1,2,1,7,2,"1,2,4,10",to look strong,2,0,4,4,2,63f3d62a-41bf-84f0-3bdc-367cf71b32d4,70,2,21,1,1,8,1,3,22308,4,FL_56
2023-02-20 13:07:11,2023-02-20 13:27:30,0,100,1218,1,2023-02-20 13:27:31,R_1mq7ukdFZFeS0Cv,,,,,anonymous,EN,1,2,4,3,It seems it’s the right decision ,3,1,1,3,,It’s seemed like it was the right decision to make ,2,3,2,0,1E-07,0,3,2,3,0,1,2,2,2,2,2,2,1,2,2,2,3,They make threats so they don’t get attacked by the foreign countries ,2,0,11,3,2,63f3d2e1-3463-c8ab-0764-3791a996caae,29,2,1,2,1,7,2,3,70117,5,FL_57
2023-02-20 13:27:07,2023-02-20 13:27:33,0,100,26,1,2023-02-20 13:27:33,R_3oOeErdXjiI8heZ,,,,,anonymous,EN,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d78f-4e53-1987-0a53-1590c82618b4,58,2,23,1,1,7,10,4,90275,5,FL_57
2023-02-20 13:22:21,2023-02-20 13:27:41,0,100,320,1,2023-02-20 13:27:41,R_1dhMgA1VnQmQPWt,,,,,anonymous,EN,1,4,,5,We need to stop Iran from having nuclear weapons or materials,5,2,2,,I don't know,,4,3,4,1,"0.001,0.52",1,3,3,4,0,4,4,1,4,4,1,1,1,1,7,2,"1,2,3,4,6,7,8,9,10,14",They hate them,3,0,1,4,1,63f3d671-d66a-9072-38bb-5a317e49c15c,59,2,2,1,1,7,10,3,78211,1,FL_46
2023-02-20 13:16:27,2023-02-20 13:27:41,0,100,674,1,2023-02-20 13:27:41,R_2Qyeki2QX1wjrEU,,,,,anonymous,EN,1,4,,1,The president must be consistent in its messaging. If the destruction of nuclear sites was the deterrent then the president should have followed through. The US now has zero credibility with international nuclear deference.,0,4,4,,The UN banned Iran from developing and testing nuclear weapons since Iran is a rogue state,,1,4,4,1,"0.52,0.51",1,2,3,4,0,4,4,4,3,3,3,3,0,3,7,3,"1,3,4,7,8,9,10",Some states want further control through making threats to other states for their decisions to break UN agreements,4,1,2,4,1,63f3d505-2afa-0519-37e2-cd901d36ddaf,61,2,22,1,1,8,2,4,91387,3,FL_55
2023-02-20 13:12:17,2023-02-20 13:27:47,0,100,930,1,2023-02-20 13:27:48,R_2xY7Lv81B9794qM,,,,,anonymous,EN,1,4,,5,It would be a bit dangerous and could start a way ,5,2,3,,It can start a war without anyone realizing ,,2,3,4,2,0.0001,1,2,2,4,1,2,2,2,1,4,0,2,4,2,2,4,"1,2,3,4,12",It would be a bit too I careful ,4,1,2,2,2,63f3d3f3-1414-5dcd-e0a1-1cec45ed11c4,24,2,7,1,2,4,2,3,78852,2,FL_47
2023-02-20 13:27:20,2023-02-20 13:27:48,0,100,28,1,2023-02-20 13:27:48,R_2z5v0Yi6pySLuSy,,,,,anonymous,EN,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d796-a95d-40d8-baf9-647dc1ce1dae,62,2,5,1,1,4,2,1,18335,6,FL_58
2023-02-20 13:24:03,2023-02-20 13:27:52,0,100,228,1,2023-02-20 13:27:52,R_1fkf1hsjrQdvf90,,,,,anonymous,EN,1,4,,4,Iran is a major nuclear threat,5,1,1,3,,N/A,3,3,4,1,"0.52,0.51",1,3,2,2,1,3,3,2,1,2,3,3,2,2,7,2,"1,2,4",N/A,2,0,1,4,2,63f3d66f-05c7-b689-eec1-a06276140388,48,1,19,1,1,8,2,3,22204,4,FL_56
2023-02-20 13:14:47,2023-02-20 13:27:53,0,100,786,1,2023-02-20 13:27:54,R_21vc6U3UEtfhQWQ,,,,,anonymous,EN,1,4,,5,Iran is an enemy of the USA and cannot be trusted with any nuclear capabilities. ,5,1,1,5,,The world depends on the USA for protection against terrorists. ,4,3,4,1,"0.001,0.52",1,3,3,3,0,2,3,3,3,3,1,1,1,3,1,3,"1,2,3,4,7,8,9,10",To sound like they are to be feared. ,3,0,2,4,1,63f3d485-8e6e-37a6-3854-353b0a6ed5c4,67,1,17,1,1,6,10,1,8043,5,FL_57
2023-02-20 13:17:02,2023-02-20 13:27:57,0,100,654,1,2023-02-20 13:27:57,R_1o6ZvSTWDeJIvl8,,,,,anonymous,EN,1,2,4,4,I feel if it is against the international law then we should abide by that law,2,2,2,4,,To prevent them from attacking us and other countries to keep us safe,3,3,3,1,0.52,1,3,3,4,0,3,3,2,3,3,2,1,1,1,1,1,"2,3,7,8,9,10,11,12,14",To over power and take control of that country,3,0,11,3,1,63f3d4f7-6534-58fc-b1ae-a201711310f0,49,2,15,1,1,4,9,3,37055,6,FL_58
2023-02-20 13:16:50,2023-02-20 13:27:59,0,100,669,1,2023-02-20 13:27:59,R_1pxRhgLyvB2AFqr,,,,,anonymous,EN,1,4,,3,it shouldn't interfered Iran's action,2,2,2,,president shouldn't airstrike against Iran's nuclear weapons whether it is legal or illegal under international law,,2,2,2,0,"0.52,0.00001",1,2,1,3,0,3,2,2,2,3,2,3,2,1,2,2,"1,2,3,4",they only consider their own benefits,2,0,2,1,4,63f3d513-f9da-e7bd-9017-84dbe638d4d4,57,2,15,5,1,8,4,4,89113,3,FL_55
2023-02-20 13:25:43,2023-02-20 13:28:24,0,100,161,1,2023-02-20 13:28:25,R_RV6wFdZAlr6m4oh,,,,,anonymous,EN,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d6fb-4907-96ab-cb72-1b675bd547ec,64,2,8,1,1,2,10,4,97115,4,FL_56
2023-02-20 13:22:56,2023-02-20 13:28:25,0,100,329,1,2023-02-20 13:28:26,R_3fUUr6j5Gr2SltA,,,,,anonymous,EN,1,4,,3,It was probably his only choice ,3,2,2,4,,I am not sure about laws. So I am unsure how to answer this question ,4,2,4,0,1E-07,1,2,2,3,0,4,3,0,2,3,2,2,3,2,1,1,"1,2,3,4,9",They are power crazy and want it all,3,0,1,0,2,63f3d665-fa0f-2a5b-ff69-57a89c0da535,63,2,1,1,1,2,4,3,34653,4,FL_56
2023-02-20 13:01:26,2023-02-20 13:28:27,0,100,1621,1,2023-02-20 13:28:27,R_2rvicmKVF74JUXU,,,,,anonymous,EN,1,4,,4,I think it needed to be done. they were breaking the law or rules of  engagement,3,0,0,,Iran is a bad government and need to be delt with forcefully the let them know we won't stand fot that kind of action against us,,4,3,4,1,"0.001,0.52",1,2,2,3,0,4,1,3,2,1,2,2,1,1,7,3,"3,4,8,9,10,12",they know they don't have to go to war themself ,3,1,1,3,2,63f3d167-31f5-5388-93e7-2eabc0ca4c4f,84,1,7,1,1,4,1,3,28590,2,FL_47
2023-02-20 13:07:54,2023-02-20 13:28:31,0,100,1237,1,2023-02-20 13:28:31,R_2DLK0dX6j6Sjphr,,,,,anonymous,EN,1,4,,3,There would have to be clear provable intentions by our government that Iran was planning a nuclear strike against our country for the President to take a more offensive and preventive measure .,3,1,1,,,,2,2,2,1,"0.52,1e-7",1,2,2,3,0,4,4,2,3,2,1,3,1,2,1,2,"1,3,4,8,9,10","Political Leaders of countries, whether democracies, authoritarian regimes, Communist/Socialist regimes, or constitutional republics, the variety of reasons that political leaders would make threats against other foreign countries include their own level of vulnerability, their hunger for power, and/or their ill-gotten desire for world dominations. The variety of reasons are innumerable and often-times unfounded based on all countries level of indoctrination about other cultures and societies.",4,1,3,4,1,63f3d30d-ad18-2f57-913e-1c30dceb6e63,73,1,8,1,1,6,5,4,93454,0,FL_45
2023-02-20 13:06:09,2023-02-20 13:28:31,0,100,1342,1,2023-02-20 13:28:32,R_3HkxjqU3yHFIOv9,,,,,anonymous,EN,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f3d23b-f1b0-017d-a754-2d4b965302e5,44,2,4,1,1,4,10,2,67601,6,FL_58
